"","klasifikasi","score","text"
"1459","Positif",1,"selamat kepada user id ale telah menang slot di angkasabola sampai rp  hanya dengan modal rp  mengikuti prediksi dari angkasa bola  sabar mainnya  dan tidak tergesa gesa wa    wwwangkasaindoorg sicepat narnia"
"1460","Positif",1,"haloo aku jual premium apps nih ada netflix spotify wetv disney youtube viu vidio zoom premium dll ðtrusted ðproses cepat  ðpayment  danaspaygopay  via dmwa dibio gaji jt sicepat zonauang zonajajan zonaba"
"1461","Positif",0,"viral muhammad qasim mimpimuhammadqasim muhammadqasimdreams   ðwords turkigaji jtbatamitaliasicepatarmysomriconportugal imammahdi riseislam indonesia pakistan malaysia brunei turki ww"
"1462","Positif",1,"haloo buat yg nyari followers atau kebutuhan sosmed lainnya bisa  ke aku yaa ð gak pake password ð hanya menggunakan usnurl ð akun jangan diprivate ð payment danagopay  via dmwa dibio zonauang  gaji jt sicepat telur"
"1463","Positif",0,"carasun lagi flash sale buruaan keburu abisss cuma  ribuu kapan lagiððð  jake blonde sicepat narnia gaji jt turki batam pramuka"
"1464","Positif",1,"sicepat yang emang cepat keepup  goodworks"
"1465","Positif",0,"wkwkwkwk true ððð pertahankan ya gaes  ðð  si cepat  "
"1466","Positif",0,"beli baramg ini  jt sicepat"
"1467","Positif",2,"sicepat serem banget ya baru dikirim kemarin siang dari jakarta tiba uda mau dianter ke rumah sekarang ekspedisinya ngirim pake apa anjir cepet banget ððð"
"1468","Positif",0,"sicepat cocok buat cewe  yang kalo lagi marah gk terlalu lama"
"1469","Negatif",-3,"tadi ada mang paket kan ya trus kayanya itu dari sicepat deh terus akutu ngeliatinnya kaya yang bingung soalnya mang nya beda gtâ tapi malah kaya sinis deh perasaan  ngeliatinnya huhu gaenak deh sama mang nya mana pas  bilang makasih pelan bgt"
"1470","Positif",0,"viral muhammad qasim mimpimuhammadqasim muhammadqasimdreams   ðwords turkigaji jtbatamarnyssicepatomicron imammahdi riseislam islamdamai indonesia pakistan malaysia brunei turki ww"
"1471","Positif",0,"sicepat   sicepat"
"1472","Positif",0,"kenape lagi ni sicepat"
"1473","Negatif",-1,"sicepat beneran pesen sekarang sampenya kemarin pdhl rumah gw lg ujan mulu tp tbtb toktok paketttt"
"1474","Positif",1,"aslik sicepat sopnya keren cepet banget dasar siuntung sicepat"
"1475","Negatif",-1,"wah sicepat trending emang cepat sih nganterin nya tapi kenapa barang ku di buka ya kardusnya jadi jelek banget rusak rusak"
"1476","Positif",0,"viral muhammad qasim mimpimuhammadqasim muhammadqasimdreams   ðwords turkiarmysgaji jtbatamitaliasicepat imammahdi muslim riseislam islamdamai indonesia pakistan malaysia brunei turki ww"
"1477","Negatif",-2,"kunmencaricinta narnia gaji jt sicepat telur pramuka italia potugal hogwart lalu kapankah datang hari pernikahan nan di gembargemborkan khayalan pertanyaan ini akan terjawab tuntas  check  "
"1478","Negatif",-1,"sablon gelas custom desain brand  nama  logo kamu sablon gelas bandung minat hubungi kami di  line  pakai wa    atau klik   sicepat"
"1479","Positif",1,"jual premium apps  trusted  legal  bergaransi pay via dana  mandirið  dm  wa  testi cek di ð netflix spotify viu disney iflix youtube iqiyi vidio wetv vscox zonaba baby  raffi nagita gaji jt sicepat happinessep murah"
"1480","Positif",0,"sicepat akhirnya punya pesaing yg sepadan anter aja"
"1481","Positif",0,"jual netflix murah sharing kbulan  bulan private kbulan minat wa dm youtube premium spotify disney hotstar viu apple music  wetv grammarly hbo iqiyi amazon sewa zoom prime vsco scribd vidio hulu sicepat batam jake blonde hogwarts narnia telur pramuka gaji jt"
"1482","Positif",0," panikkk bgt sicepat trending paket  belom nyampe ld hee"
"1483","Positif",3,"sicepat baru kirim kok puter balik aja pakek au antar upang segala"
"1484","Negatif",-3,"nayla sweater cropsweater rajut croptee oversize bahan rajut bahan  cotton acrylic lembut bahan jatuh tidak tebal adem  ringan â   gajijuta turki sicepat"
"1485","Positif",1,"wahkeren min  ððª terima kasih atas pelayanannyað sicepat "
"1486","Negatif",-1,"sicepat trending pen  tapi jauh cyyiiin counternya  ak kudu pake helm"
"1487","Positif",1,"observasi kesehatan satgas pamtas tni yonmek wp kembali berikan pelayanan kesehatan kepada masyarakat di wilayah perbatasan ripng selengkapnya di  gajijt pramuka narnia sicepat"
"1488","Negatif",-1,"belum  barang sudah nyampe itulah sicepat ð"
"1489","Positif",1," jujur iya wkwkdkw sumpah sicepat itu beneran cepet di tempat ku juga alhamdulillah kurir nya gaada yang neko cuma gatau ya semoga aja kedepannya emang gaadaa   sicepat baru checkout besoknya udh  hello madafaka pakeett anjir"
"1490","Negatif",-1,"curiga ni kurir sicepat keknya naik burok deh kayanya"
"1491","Positif",0,"viral muhammad qasim mimpimuhammadqasim muhammadqasimdreams   ðwords turkigaji jtbatamitaliasicepatnarnia imammahdi muslim riseislam islamdamai indonesia pakistan malaysia brunei turki ww"
"1492","Positif",0,"jual netflix anti hold garansi shr kbln prv kbln minatdmwa spotify viu youtube prime disney hotstar wetv iflix grammarly apple music hbo  iqiyi vidio mola tv murah gaji narnia baemon sicepat heeseung armys hogwarts telur jake portugal batam italia pramuka sofi"
"1493","Positif",2,"bener gapernah nyesel pake sicepat lo beneran pake burok apa gmn sieee gilaakkk baru kemaren dikirim dah mau otw ke kos aja ðð"
"1494","Negatif",-2,"sejauh ini ekspedisi paling top dan cepet si ya cuma si cepatkaya nya pake buroqh dechðð pokonya tengkyuhhh "
"1495","Positif",0,"sapa yang nanya ikan buntal ge erð  tolakreunikadrun turki sicepat gaji jt"
"1496","Positif",0,"percayalah yang jelekin sicepat pasti karyawan dari jnt jne anteraja id express dll ððð"
"1497","Positif",0,"viral muhammad qasim mimpimuhammadqasim muhammadqasimdreams   ðwords turkigaji jtbatamitaliasicepat imammahdi muslim riseislam islamdamai indonesia pakistan malaysia brunei turki ww"
"1498","Positif",0,"kurir sãcãpãt ngapa ngeselin banget sih anjing pengen gue rebus ðð"
"1499","Positif",0,"ga mgkin bgt kakak sellernya packing cmn selotip bening gini dr jawa ke kalimantan tp gamau suudzon kalo paket ini dah dibukain jd yauda deh makasih ya  âºï"
"1500","Positif",0,"ini yg dibilang cepet paket berhenti dijalan udah  hari sicepat"
"1501","Positif",0,"kenapa orang pada suka sicepat aku malah lebih suka jnt soalnya jnt didaerah ku cepet bgd gilakkk jam udh langsung sampeeekk daebak"
"1502","Positif",0,"mau sicepat kek jt kek yang penting barang nyampe dah gitu aja "
"1503","Positif",0,"memang cepet kalo pakai sicepat buat kirim barang"
"1504","Positif",0,"udah malem minggu aja nih waktunya  time nonton film kesukaan sambil ngemil dong ð jangan lupa dong pilih cemilan yang pas dan enak di kita ya ordernya gampang banget bisa via shopee ð  kita tunggu orderanmu sicepat shopeeid onlinestore"
"1505","Positif",2,"baru pulang ngelabrak mas mas admin expedisi sicepat kirim orderan dr shopee beratnya cuma kg  dia nginputnya kg  gilaa bgt yg tadinya gratis ongkir malah suruh bayar jt ð anjg bgt"
"1506","Negatif",-1,"beneran sicepat emg cepet bgt woeððððð drpd yg sebelah"
"1507","Positif",1,"sicepat malah ke taman pramuka"
"1508","Negatif",-1,"interview sicepat bukannya nanyak pengalaman kerja tapi spek motor"
"1509","Positif",1,"sicepat hemat beneran cepat  hemat"
"1510","Positif",0,"sicepat muantap woi ððð"
"1511","Positif",0,"sicepat emang andalan"
"1512","Positif",1,"anj ð tp emang sih luv sicepat  si cepat  "
"1513","Positif",0,"implora lip velvet rban link shopee  batam gaji jt telur sicepat mahasiswapapua pramuka narnia italia"
"1514","Positif",1,"sicepat lagi trending yak semenjak tragedi salah alamat gw makin yakin kurir kesayangan di tangan jnt kalo kirim ke  kota jg lama tp kalo kirim beda kota malah cepet"
"1515","Positif",0,"sicepat"
"1516","Positif",0,"buat yg penasaran asal muasal meme    spiderman yg lagi rame  njir gaji jt gede bener sicepat kenapa vcs vcscolmek vcsbugil vcsreal memes memeindonesia memesdaily"
"1517","Positif",0,"sicepat cepet juga  hari yg beda pulau dah sampe"
"1518","Positif",0,"jual netflix premium sharing  bulan private  bulan minat dmwa di bio viu spotify youtube disney hotstar wetv iflix apple music hbo iqiyi grammarly mola amazon prime vidio scribd murah garansi sicepat bts narnia batam gaji jt jake blonde hogwarts"
"1519","Positif",0,"lihat ini sisi plastiknya kebuka gini pertanda barang saya sempet dicek isinya oleh maling di gudang anda gimana nih  "
"1520","Positif",0,"ini sicepat kok lucu siy dari kemarin statusnya menunggu kurir ðµâð "
"1521","Positif",2,"lbingung liat sicepat trending terus twt yang pertama diliat itu bener banget gila nangis"
"1522","Positif",1,"sicepat beneran cepat anjay"
"1523","Negatif",-1,"daftar pengiriman paket dan logistik di tembalang semarang sicepat dll"
"1524","Positif",1,"sicepat emang cepet bgt sih gue kemaren ngirim paket ke solo jam malem eh siangnya temen gue ngabarin kalo paketnya uda nyampe"
"1525","Positif",0,"âï hatihati aku jual netflix  sebulan â ð premium uhd  ð legal aman trusted ð  profile  user ð  testi  pinned ð dm  whatsapp    butuh pengen beli murah murmer murce premium langganan sharing private sicepat"
"1526","Positif",2,"bener banget  yang awet yaa cepat dan aman ðð  si cepat  "
"1527","Positif",0,"carasun uv protector ribuan link shopee  batam gaji jt telur sicepat mahasiswapapua pramuka"
"1528","Negatif",-1,"bener weh prnh sekali pke sicepat halu dan ternyata bener halu dong gak ada notif apa paginya masih ada di menunggu jadwal gitu yaudah gue cabut jalan eh tau paketnya dateng pas sore untung bapak gue ada   prediksiku sih sicepat soalnya sicepat tu suka tiba udah sampee gituð"
"1529","Positif",0,"sicepat emang bener bener cepet wkwk pesen kemarin sore pagi ini sampe âïðððððððð"
"1530","Positif",1,"bener emang sicepat kilat baru kemarin dikirim eh siang udah nongol aja ð"
"1531","Negatif",-1,"gila mana ada kegencet barang sobek labelnya kek gini terima karyawan seleksi yg bener dong "
"1532","Positif",0,"sicepat keren bgtt sihhhð pickup barangnya  time trs dihubungin dluan sm mas kurirnyaðð klo yg ekspdsi  agak susahh yaaað kudu dicari dlu kurirnya buat mnta tlg pickup bhkan kdang udh janjian aja ttep ga dipickup krn lupað"
"1533","Positif",2,"ni sicepat sampe trending karna cepet banget tapi kenapa di tempatku bedaa dia malah paling lama dari pada jnt atau anteraja kesel bangetð"
"1534","Positif",4,"ga ngerti sama sicepat paket dari medan ke payakumbuh masa di bawa ke palembang dulu heran bgt pdhl jnt biasanya lgsg ke pdg"
"1535","Positif",1,"benar ngak sih kalau menurut gue benar batam pramuka telur gajijuta sicepat jakeblonde turki happinessep chanyeol"
"1536","Negatif",-3,"sicepat skrg agak lambat ya reguler biasanya  hari nyampe ke rumah sekarang malah jadi  harian jdi nya ganti ke jt  hari nyampe paling lambat  hari"
"1537","Positif",0,"kavling empang tasnim bonus gazebo dan ikan     via  investment investing sicepat sicepat telur pramuka gajijt"
"1538","Positif",2,"baru punya rumah baru bisa banget lo carissa chloe  vase ini mempercantik ruanganmu agar lebih aesthetic tampilan rumahmu  tanpa ribet dengan klik link di bio yaa kirim pake sicepat juga bisa lo yakin deh amannnn"
"1539","Positif",0,"sicepat emang makin cepat sekarang "
"1540","Positif",0,"lowongan kerja sicepat ekspres pekanbaru november "
"1541","Negatif",-1,"ratna sari dewi soekarno kanan dan kartika soekarno kiri saat liburan di bali  agustus   ð alex bowie  sicepat  telur  turki  putusan mk  pramuka "
"1542","Positif",0,"germany bundesliga â wolfsburg vs  dortmund ð sabtu  november  â  wib ðwa   dortmund sicepat batam pramuka angkasabola"
"1543","Positif",3,"nih  tau tau ada kurir barusan paket cod mbak  gue smpe blg ke kurir loh cepet banget mas aku baru pesen kemarin wkwkkwwk ini jg  bgt tp kalo urusan jemput paket  blm nyoba"
"1544","Positif",0,"sicepat sicepet sipalingcepet sicpt sipet"
"1545","Negatif",-2,"sicepat sekarang sebelah mengecewakan ð"
"1546","Negatif",-2,"gilee bener cepatð kamis siang jam  ngirim kata mas nya mungkin  hari sampaike tasikmalaya eh ternyata jumat jam siang udh sampai tujuan tasikmalaya mantappp ðð bakal trs pake sicepat deh krna yg itu kalah cepatð"
"1547","Negatif",-2,"bukan di turki ini di imdonesia âï alam beserta isinya sicepat  atðair terjun dholo kediri"
"1548","Positif",0,"siang sy ingin menanyakan prihal paket sy dengan resi  blm sampai juga dan sdh dua hr dr tgl  hr ini mash di mojokerto ini bagaimana pelayanannya tdk cepat  "
"1549","Positif",0,"alhamdulillah pake sicepat aman skrg tinggal nunggu yg lainâï   tergantung isi paket mu apa dulu kalo isi paket mu mahalpc korea pertanyaan nya gini tebak paket mana yang gak dijebol"
"1550","Positif",2,"solusi transportasi wisata di bali anda beragam pilihan jenis kendaraan dengan harga terbaik  gajijuta telur sicepat"
"1551","Positif",0,"jual netflix murah sharing kbulan  bulan private kbln minat wa dm youtube premium spotify disney hotstar viu apple music  wetv grammarly hbo iflix amazon sewa zoom max mola tv prime video vsco scribd vidio hulu turki telur batam sicepat gaji jt pramuka italia"
"1552","Negatif",-2,"siang sy ingin menanyakan prihal paket sy dengan resi  blm sampai juga dan sdh dua hr mash di mojokerto inj bagaimana "
"1553","Positif",0,"jual netflix premium sharing  bulan private  bulan minat dmwa di bio app lain bisa cek di pinned viu spotify youtube disney hotstar wetv iflix apple music hbo iqiyi grammarly mola amazon prime vidio scribd murah garansi baemon sicepat gaji jt batam heeseung"
"1554","Positif",0,"sicepat"
"1555","Positif",1,"true    upð  si cepat  "
"1556","Positif",0,"sicepat oke bgt sih"
"1557","Negatif",-2,"huee menang fast moslek makasi yaa buat kak joy  yg mau ngadain inii sama temenâ yang mau bantu  ðð cepet banget ini sicepat express kalah si fix  thanks yaa   semoga kak joy dan temenâ sehat selalu dan makin banyak rejekii aminn gawjoy"
"1558","Negatif",-2,"pada ngomongin sicepat beneran cepet kok dirumahku biasa aja sih sama aja kek jnt wkwk dari jakarta ke jatim samasama  hari waktu sampe kerumah juga sama kalo ga pagi ya sore"
"1559","Negatif",-1,"trauma pake sicepat njir sicepat"
"1560","Negatif",-2,"sicepat sama jnt gak ada lawan â"
"1561","Negatif",-1,"emg sicepat terbaikkkk anteraja lelet pwooolllll kesel   woyyyy sicepat pake buroq kahh rumah  di jatim masalahnya"
"1562","Positif",4,"adu kecepatan paket samaâ pengiriman dari pulau jawa ke makassar sicepat  hari udah sampeð padahal mikirnya sampe semingguan pake yg hemat sicepat eh nyampe  hari kemudian yg satu express tapi gak expressðð"
"1563","Positif",0,"naissuu estimasi tanggal   sicepat "
"1564","Positif",2,"sicepat paling  banget pokonya kalau kirim barang dari jakarta ke kampung bisa sehari sampai ð"
"1565","Positif",0,"sicepat memang gokilll ðð"
"1566","Negatif",-1,"yang abuabu jangan sampe lepas  sicepat "
"1567","Positif",1,"ini motivasinya kurir sicepat kenapa cepat bgt anter paket"
"1568","Positif",0," memang benar sy sbg mntn pgwai sicepat merasa lungrah lemes dumes nglokro karena memang kerja nya cepat sekian trimagaji  si cepat  "
"1569","Negatif",-1,"paket  blm  jam udh sampe rumahð mana yg nganter kurirnya sama pulað terpantau  kurir sicepat sudah  kerumah saya"
"1570","Positif",1,"hi teman bantu   share video di link yyuuu satu  dr kalian sangat berarti buat kamu thx uuu turki sicepat kunmencaricinta gaji jt telur batam pramuka happinessep mahasiswapapua happyvirus"
"1571","Positif",0," sicepat  trust ð"
"1572","Negatif",-4,"karena setiap orang suka siapa saja yg gesit cakap dan bermoral lagi berakhlak  tren indonesia sicepat gaji jt telur batam"
"1573","Positif",1,"sicepat memang cepat"
"1574","Positif",0,"jual netflix murah sharing kbulan  bulan private kbln app lainnya cek pin minat wa dm youtube premium spotify disney hotstar viu apple music  wetv grammarly hbo iqiyi iflix sewa zoom max mola tv prime video turki telur batam sicepat gaji jt pramuka italia sofi"
