,x
1850,Kalau kirim barang ke counter sicepat tuh gak bisa gue cuman babydoll an rembesface gitu.. laki semua anjir karyawannyaðŸ¤£ðŸ¤£ðŸ˜­ðŸ˜­
1851,Eh tumben sicepat lambat?
1852,Siapa yg kemaren ngomong sicepat cepet bgt hah
1853,Tumben ini pake @kopisusumalam @sicepat_ekspres tapi ko di status pengiriman udah berhenti di line brebes bumiayu ampir 2 hari. What happen? Kasian pelanggan ntar complain.
1854,Sicepat emng lg kendala update resi ya? Punya gue jg udh 4 hari ga berubah statusnya
1855,[PSA] Selalu ingat hal ini ketika berjualan di shopee Baca lebih jelas di:  Dalam kasus ini terjadi kehilangan barang di @sicepat_ekspres dan diganti sesuai dengan peraturan gantirugi yang berlaku di sicepat
1856,Kok jadi takut sicepat..
1857,sicepat lo bner2 nyusahin ya paket gue segala di bongkar
1858,"Kurir SiCepat tu pake buroq kali ya, gada 2 hari dah nyampe aja anjir!?"
1859,SiCepat iki ga ngotak moro moro wes nyampe ae barangku ðŸ¤¯
1860,"Asli gerah juga lama2, udah 2x begini. Sudah komplain sekali, akhirnya modal kasih lakban fragile sendiri. Apa memang @sicepat_ekspres tidak paham arti tulisan ""FRAGILE"" dan ""HANDLE WITH CARE"" ?"
1861,Tolong ya @sicepat_ekspres kalian kalo melakukan pencurian sekali lagi kami gaakan tinggal diam
1862,sicepat engga mau ganti nama jadi sibiasaaja apa
1863,Ini Kata Raffi Ahmad usai Jadi Brand Ambassador SiCepat Ekspres
1864,sicepat w mohon paket buyer cepet sampenya w bu
1865,Sicepat memang mantap. Dua hari doang sampe.ðŸ‘ŒðŸ»
1866,"sudah clear nih, jadi untuk menerima paket barang berharga dari @sicepat_ekspres gak perlu dilampirkan foto KTP juga, cukup di tunjukkan saja ke kurir. ngeri ngeri sedap juga kalo sampe disalahgunakan. mudah mudahan bermanfaat"
1867,sicepat kok jd lambatðŸ¤¨
1868,"Sekarang urutan kurir tergercep di sini 1. JNE 2. Sicepat, lainnya imbang, JnT tetap urutan terakhir krn kurirnya kadang suka rese. Sekian."
1869,"Semoga @KejoraSBIOrbit bisa bikin overall portfolionya Kejora Capital makin kinclong... stlh punya 3 portfolio top sperti SiCepat, Investree, Kredivo. Time will tell. ðŸš€ #kejoracapital"
1870,lah tumbennn sicepat ngirim resi ke email???????
1871,jujurr skrg lebih enak anteraja daripada sicepat sumpah pake sicepat bisa 4 hari pake anteraja cuma 1 hari lebih ini asak kotanya sama ye wak
1872,Macrame KeyRing/Bag KeyChain Motif A Rainbow. ðŸ’° Only 11k ðŸ“¦ P.O 7 Hari ðŸ’Œ Order via DM or Inbox ðŸ’¸Cash/Dana/Mandiri/Shopeepay ðŸš› JNT/JNE/TIKI/SICEPAT/COD daerah Bandar Lampung Pengiriman Seluruh Indonesia #macrame #walldecor #decor #keyring #Accessories
1873,sicepat setiap gue ada event ðŸ˜
1874,ayodong sicepat kirim cpt ke rmh buyerku sy mau co brg ni
1875,Lowongan kerja PT SiCepat Ekspres Cirebon
1876,pagi pagi dikejar sicepat
1877,Kapan @sicepat_ekspres buka cabang di kecamatan Bangsalsari Kab. Jember? Jujur sebagai seller Tokopedia saya menjangkau sicepat jauh buat drop off paket. Kalaupun request pick up kurir ga mau sampe rumah dn minta ketemuan karena jauhnya rumah saya. :(
1878,Halo min @sicepat_ekspres ini kok nggak ada update lagi trackingnya??? Isinya dokumen penting lho itu
1879,anjir baru inget ekspidisi nya belom diganti mana sicepat udh pindah gatau kmn mampus aja gue kudu nyari dimana mau gamau kudu ke menteng dalem aelah males bgt jauh mana mendung
1880,tetep aja sicepat paling cephatt RT @akuluka: Keren euy sorting poolnya anteraja.
1881,ini sicepat tumben dangdut gini ya Allah ðŸ˜­ðŸ˜­ gatega huhu
1882,"Sicepat emang bener bener ye, baru 2 hari lalu checkout eh hari ini udah sampe padahal pagi tadi cek status masih di tempat sortir ðŸ˜‚ Untung bukan cod jadi emak dirumah ga marah wkwkw"
1883,Macrame KeyRing/Bag KeyChain Motif C Rainbow. ðŸ’° Only 15k ðŸ“¦ P.O 7 Hari ðŸ’¸ Order via DM or Inbox ðŸ’Œ Cash/Dana/Mandiri/Shopeepay ðŸš› JNT/JNE/TIKI/SICEPAT/COD daerah Bandar Lampung Pengiriman Seluruh Indonesia #macrame #decor #walldecor #keyrings #rainbow
1884,"ðŸ‘±ðŸ½â€â™‚ï¸ Pakeett~ ðŸ§•ðŸ¼ Eh, Sicepat bukan? ðŸ‘±ðŸ½â€â™‚ï¸ Silambat mba. Jam segini baru nganter"
1885,Bener bener ya @sicepat_ekspres lelet banget kalo masalah refund udah tau barang gue rusak gara2 mereka malah dicuekin masa!! Emang ga seberapa cuman ya tetep aja itu duit gue kaga rela dikasihin mereka enak aja!! Respoooon!
1886,WHY SICEPAT JAUH BANGET DR RUMAHH
1887,aduh w lg nungguin kurir sicepat pulaaa
1888,"Ada yg shopee nya bs kirim keluar pulau jawa pake sicepat halu? Ini buyerku mau co ke luar pulau jawa udh pake sicepat halu tp potongannya dikit bgt :"" #zonauang"
1889,kurirnya sicepat bener2 cepet bgtðŸ˜­
1890,"Hay kak,ayo belanja keperluan Alat Tulis Kantor dan Perlengkapan Sekolah kakak di Tokopedia ladangatk yuk,, Fitur bebas ongkir dengan Sicepat,Antaraja,dan ongkir Spesial untuk Same Day dan Instan menggunakan Gosend, segera pesan keperluan ATKnya"
1891,"tolong ya, SiCepat kantor Tenggilis, Surabaya.. paket yg gw kirim selalu ilang kalo di kalian, ngapa deh??? pls.. ini orderan sekarton jgn sampe ilang juga dong??? dulu pernah ilang 1bag, jangan sampe ini 8bag juga.. nangis nih gw :"""
1892,"Parah @sicepat_ekspres di DM belum respon, di WA dibales pake bot, ngomongnya apa dibales apa. Klo posisi udah balik digudang lg bilang aja di gudang biar kita ambil kok, gk terlalu jauh kesana daripada menunggu berhari hari !"
1893,1. satu komplek listrik dimatiin 2. banjir banget 3. ujan masih deres AND SUDDENLY ADA PAKEEET???? SICEPAT YOUâ€” ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ’—ðŸ’—ðŸ’—ðŸ’—ðŸ’—
1894,Paket SiCepat padahal reguler tapi sehari udh nyampe aja. ðŸ˜¯ðŸ‘
1895,hey @sicepat_ekspres kenapa sekarang menerima barang harus LANGSUNG penerima nya dan foto KTP juga? KTP kan ada identitas yg privasi dan khawatir bisa disalahgunakan. tolong bisa diubah lagi prosedur nya. dan gimana kalo penerima sedang tidak ada di rumah? dulu gk gini gini amat.
1896,sicepat nya lagi lamaðŸ˜ªâœ‹ðŸ»
1897,"hari ini lg kzl sumpahhh ngejer deadline 2 paket biar tenang eh malah stress gegara materialnya dah bela-belain minta dikirim pake one day servicenya tiki, 2 hari baru nyampe! pake sicepat regular malah duluan datangnya! dah ga bakal pake tiki lagi."
1898,woi kurir sicepat gw belom dtg pls gmn RT @beomtix: untung kurir si cpt gw ga kek gini
1899,"Asli makin gak jelas aja nih sicepat, dr tanggal 18 stuck di tempat sortir. Tgl 24 tau-tau dihold aja. Padahal gaada kabar atau telfon samsek buat nganter. Asli kasihanlah seller sama buyer, seller gak dpt duit krn cod, buyer jg kelamaan nunggu barang. @sicepat_ekspres"
1900,"Kesel banget sama si cepat @sicepat_ekspres biasany ga gini, ini pertama kali ngalamin yg kek gini asli kesel banget. Aku beli masker masa di sobekin sih sampe keliatan kemasan dari maskernya. Bukannya di keterangan udh ada tulisan kalo itu tuh masker wajah ngapain disobekin"
1901,Gilaa cepet bgt sicepat pagi di pick up tadi siang langsung sampe ke rumah buyerðŸ˜ðŸ˜
1902,ekspedisi sicepat sama anteraja lebih cepetan yg mana yaa? kl dri luar pulau jawa
1903,cepetan sicepat atau anteraja yaa?ðŸ˜­ðŸ˜­
1904,"kirim pake TIKI ONS tgl 23 yg seharusnya sehari sampai, diterima tgl 25 SIANG kirim pake SICEPAT REGULAR tgl 23, diterima tgl 25 PAGI kocak yaaaa @IdTiki maap kesel aja hampir ga kekejar deadline pengiriman ke customer saya"
1905,"Anteraja tumben bisa sehari,padahal nyesel kmrn kenapa ga milih siCepat ðŸ˜‚"
1906,"ini bisa jd contoh si kalo ngirim barang mahal bisa kirim langsung, selama ini pake jne mulu tp emang agak lama sampenya besok2 mungkin bisa coba sicepat. RT @minaries37: Karena aku orgnya overthinking dan lagi trust issue ke jaskir.. jdnya kmrn mau co pc harga jutaan minta dikirim langsung (tanpa lewat shopee) dan minta asuransi.. puji Tuhan aman karena kalo ilang jaskir harus gantiin sesuai nilai barangnya.. bs dicoba buat kalian yg ovt kaya aku"
1907,Sicepat dah di dropoff ya~
1908,ni gegara sicepat ngaret akhirnya w panik beli rc urinary di sini jg :)
1909,hallo admin @sicepat_ekspres saya order barang dengan kurir Si Cepat sejak hari Senin tapi sampai hari Kamis barang belum di pick up. Sudah telpon CS tapi belum selesai sudah dimatikan panggilannya. Tolong dibantu follow up yah biar paket saya segera diantarkan.
1910,kalo ngirim paket ke sicepat bisa pake no resi nya aja ga seyy atau harus lengkap ama alamat no telp penerima dkk?
1911,WKWKWK @sicepat_ekspres lucu bangetttt :) Rugi Rugii
1912,asli gw capek kali lah ðŸ˜­ @sicepat_ekspres mas/mbak dari kapan saya buat pick up tp ini ga ada datangâ€ kurirnya ðŸ˜­ðŸ˜­ðŸ˜­ tolong lah
1913,"id express, sicepat, sm jnt mending mana guys :("
1914,ARE U KIDDING ME?! @tokopedia @TokopediaCare @sicepat_ekspres #TokopediaxBTS
1915,Sicepat emg suka ngadi ngadi. Baru kmrn cekout ini udh sampe RT @mangomilk__: Sengaja cekout biar dapet photocard malah lupa di klaim aswww
1916,"[INFO LOMBA HACKATHON] FINALLY, THE TIME HAS COME! PT SiCepat Ekspres Indonesia akan menyelenggarakan hajat terbesarnya tahun ini melalui event : â€œSICEPAT PAHLAWAN HACKATHON 2021â€ Bagi kamu yang tertarik untuk mendaftar, yuk simak terlebih dahulu seputar event ini!"
1917,"Gue ga pernah kecewa berat sama ekspedisi klo misal masalahnya cuma telat anter barang. Tp @sicepat_ekspres dah bikin gue kecewa 2x, pertama paket gue dihilangin meski udh diganti, kedua skrg ini nih primer gue dicolong. Sial"
1918,hah ini sellernya cepet bgt langsung cetak resi di shopeeðŸ˜­ mana pake sicepat HSHSJSN aku kan lg musuhan sm itu kurir ini co makanan malah ga sempet ganti ke jnt AAAAAAAAA gak ada semenit njir lgsung dibikin resi nya knpðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­
1919,"Sorry, @ShopeeID.@ShopeeCare Gue ngerasa dirugikan lagi nih. Kena bobol paket dr @MaybellineINA oleh kurir @sicepat_ekspres. Mau ngajuin proses refund scr resmi yg bisa balik cuma 19k dari harga aslinya 45k"
1920,SiCepat ga jelas deh
1921,"Si cepat belom 24 jam dari co udah nyampe jir ke rumah gua. Keren dah, coba aja semua toko yang gue purchase pake sicepat, enak banget ðŸ˜­"
1922,"sicepat giliran dibutuhin cepet lama bat anjir nyampenya, giliran gw beli iseng doang sehari juga udh smp ðŸ˜­"
1923,"sicepat tapi tidak cepat, sigesit tapi tidak gesit"
1924,jnt/jne/sicepat? bingung ðŸ˜­
1925,Min @sicepat_ekspres 002833180235 kapan sampainya
1926,Salam dari sicepat ngabrettt Bdo Pusat Cod @txtdrikurir
1927,Sicepat benar benar cepat sampe shock sendiriðŸ¥²
1928,tumben bgt sicepat;(
1929,lah bru tau klo sicepat didom gua gbs cod orenðŸ¥²
1930,ga ga lagi make jasa sicepat ðŸ™ƒ
1931,Macrame Hanging Mirror Beige. Ukuran 35cm Double Bubble Wrap +2k ðŸ’° Only 90k ðŸ“¦ P.O 7 Hari ðŸ’Œ Order via DM or Inbox ðŸ’¸ Cash/Dana/Mandiri/Shopeepay ðŸš› JNT/JNE/TIKI/SICEPAT/COD daerah Bandar Lampung Pengiriman Seluruh Indonesia #macrame #keyring #accessories
1932,"Yuhuu Sekarang kirim paket ke Singapore dan Malaysia anti mahal, ada promo akhir tahun dari SiCepatGo ðŸ˜ Yuk hubungi layanan pick up kami dan sikat promonya ðŸ˜‰ Tarif berlaku sampai 31 Desember 2021 ya *Syarat dan Ketentuan berlaku #SiCepatEkspres #SiCepatGo #BersatuUntukMudah"
1933,"Angger ih sicepat, kemarin2 beli rok juga sampe gini packagingnya"
1934,min tolong cek dm yaa @sicepat_ekspres
1935,takut bgt pke sicepat ðŸ˜­ awas y klo lo acak2 paket gue hiks
1936,Hanyar ini nah sicepat bujuran jadi sicepat
1937,Akhirnya ngerasain juga beli barang trus paketnya kena bobol kurir @sicepat_ekspres
1938,Ga ada yg ngalahin sicepat emg
1939,Sicepat serem bgt pdhl baru dikirim kemarin loh.. Pagi ini udah nyampe :') pdhl jabar jatengðŸ˜­ ini transportasinya pake buroq apa gmn
1940,"Sicepat tuh emang cepet banget yaa, suka deh"
1941,Daftar Alamat Kantor Sicepat Ekspress Kabupaten Kudus - Daftar Alamat Terbaru
1942,Daftar Alamat Kantor Sicepat Ekspress Jepara - Daftar Alamat Terbaru
1943,"SiCepat Ekspres, Siap dengan Layanan Logistik Terintegrasi"
1944,"aku akhir2 ini pake sicepat aman kokk ðŸ‘ðŸ» gaada paket dibuka/rusak. bahkan blm pernah ada kendala paket rusak sih, paling ya soal barang yang diantar ulang terus :D"
1945,sicepat lama bgt anjenggg mending lu ganti nama jd si lambat
1946,"Baru kejadian di aku juga. Kirim paket dari Jkt pake sicepat kargo. Sampai sby dengan kondisi plastiknya disilet, kayaknya supaya bisa ngerogoh isi kardusnya ðŸ™ƒ Kecewa kali abangnya liat isinya sikat gigi, coaster dan buku, jadi ga disikat.  RT @valentinejae97: Help RT! Sumpah kecewa bgt sama sicepat. Masa paket gue pas nyampe keadaannya kebuka kek gini. Sobek dimana2 kek bekas dibuka. Mana isinya album lagi yg harganya gak murah. Untung albumnya masih ada, ga hilang. Speechless bgt pas nerima paketnya, mau marah"
1947,ini paket sesama malang kok lama banget nyampenya yaampun sicepat yg tidak cepat ini
1948,"2 paket ini sama2 pake @anteraja_id udah dr kmren sampe di bantul tp ga ada progress apa2 sampai sekarang even yg satu sama2 Jogja, beda bgt deh sama @sicepat_ekspres dan @jntexpressid yg super cepet sampainya. HeranðŸ˜…"
1949,ini sicepat tumben bgt pick up jam sgni cepet bgt woii biasanya jam 9nan
1950,Guys cara ubah jasa pengiriman gmna ya? Biar sicepat?
1951,Tanggapan SiCepat Ekspres atas Surat Bapak Harris Kristanto -
1952,Tanggapan SiCepat Ekspres atas Surat Bapak Stepanus David -
1953,"dari surabaya ke sini udah tiga hari belum nyampe, lama bener sicepat"
1954,"Kenapa ya kok skrg pengirimannya pake shopee express dah, pdhl disini ga ada itu. Jd percuma, barangnya dikirim lewat kereta terus dianter sama sicepat. Dan itu lamaaaaaa bgt nyampenya :((("
1955,"Cok @sicepat_ekspres paketku seminggu punjul Ra tekan"" Ki tok go nyandi cok iki nomer resine 002765372423"
1956,"Gue co pake kargo sicepat 10kg malah gratis ongkir, nyesel bgt beli album ga nanyain dom go nya duluðŸ¥²"
1957,gue co wg abin dapet ekpedisi sicepat WOIII TAKUTTT SEMOGA AMANN DEH YA WG ABIN GUE
1958,"Produsen Motor Listrik Milik NFCX dan SiCepat Gandeng UGM, Kembangkan Riset Teknologi"
1959,klian yg co pda pake ekspedisi apa? bimbang pengen coba sicepat tpi takut :D
1960,ada yg bisa dititipin paket gak? trs jasa kirimnya pake sicepat gt
1961,sicepat cargo gokil tuh kurir motor biasa apa mobil sih? gila dah kenapa syopi pelit banget :(((
1962,Macrame KeyRing/Bag KeyChain Motif A Rainbow. ðŸ’° Only 11k ðŸ“¦ P.O 7 Hari ðŸ’Œ Order via DM or Inbox ðŸ’¸Cash/Dana/Mandiri/Shopeepay ðŸš› JNT/JNE/TIKI/SICEPAT/COD daerah Bandar Lampung Pengiriman Seluruh Indonesia #macrame #walldecor #decor #keyring #Accessories
1963,ini kenapa ya paket saya masih nyangkut aja di Jakarta Utara. Bisa bantu tracking @sicepat_ekspres..
1964,Macrame Mini Hanging Wall Decor Beige. ðŸ’°Only 25k ðŸ“¦P.O 7 Hari ðŸ’ŒOrder via DM or Inbox ðŸ’¸Cash/Dana/Mandiri/Shopeepay ðŸš›JNT/JNE/TIKI/SICEPAT/COD daerah Bandar Lampung Pengiriman Seluruh Indonesia
1965,Akhirnya w order ulang pake eks.J*T 2 hari aja jatim ke jogja udah sampe rumah lah pake sicepat bermingguÂ² aja kaga sampeÂ²..busuk banget emang ni pelayanannya @sicepat_ekspres ambil aja noh paket w dah ga butuh!ga lagi lagi dah pake siancuk ekpres ini
1966,"ada yang need admin packing dom DIY Jateng? aku bisa bantu, pernah berpengalaman bantu packing jajanan go temenku, sering jual koleksi pribadi juga. kebetulan rumahku deket ekspedisi jnt, biasa di pickup anter aja/sicepat juga. insyaallah trusted dan amanah,fee bisa dibicarakan"
1967,"kalo ubah pengiriman jadi pick up, kurir sicepat bisa kermh sendiri tanpa dihubungin ga sih?"
1968,Perusahaan itu juga saat ini sedang fokus dalam membangun ekosistem bisnis digital.
1969,"Hadiri Annual Gala Night SiCepat, Dedy Corbuzier Unjuk Kebolehan Main Sulap"
1970,"bener ternyata, sicepat bisa sampe di hari yg sama (kalo sellernya pickupnya pagi)"
1971,"sudah lama tidak memakai sicepat, mas mas nya masih baik hati kerenðŸ‘"
1972,ini sejak kapan Killua jadi karyawan sicepat wkwk
1973,Cs @anteraja_id & @sicepat_ekspres sama-sama gak memberi solusi ðŸ¤§
1974,anjrlaaaah duhhh sicepat bisa ajaa buat kekgini ðŸ˜­
1975,"Lowongan di PT SiCepat Ekspres Indonesia (Jakarta) Jangan lupa Klik Suka, Komentar dan Tag teman kalian yang membutuhkan Direct hit Selengkapnya:  #karirmedia #lowongan #jobs #loker #lokerjateng"
1976,Ya Allah pengen pb bbc tapi duitku harus dipake buat gantiin pc cust yang diilangin sicepat wkwk. Padahal lumayan banget diskon 50%
1977,Sicepat ini bener bener cepat ya seperti kilatðŸ˜­ dari solo ke tgr gaada 24 jam udah sampeðŸ˜­ðŸ˜­
1978,Seriously???? Paket gue disobek @sicepat_ekspres untung fins gue gak dipatahin anjritttt
1979,"Sicepat gak ada otak anjir, cepet bangettttt. Pesen kemarin sore, dateng siang hari ini~ @sicepat_ekspres"
1980,"""FRAGILE; hand with care"" tapi kok tetep penyok bahkan sampe robek ya? haha @sicepat_ekspres"
1981,me today after calling sicepat and then dealing with a bratty stupid person :
1982,sicepat ama jnt. asal jgn 4nteraja w udah kapok RT @LeeHye_won: @TXTdariHunter JNT/SICEPAT/JNE
1983,sicepat ga sesuai nama alias lemot bgt anyingg paket gue diantar ulang terus fak kapan cb nyampenya
1984,"Wah keknya salah ni pke kurir sicepat, lebih dr 2 hari. Pdhl sama2 jkt -_-"
1985,"saya mau galau, tapi tb2 di chay bapak sicepat ""kak paketnya sudah ready"". yasudah galaunya abis packing sj ðŸ˜­ðŸ™ðŸ¼"
1986,"Apresiasi Seller, SiCepat Ekspres Tebar Hadiah di Acara The Annual Gala Nightrnrn"
1987,"Baru tau para influencer saham pada hadir di acara sicepat, buat apa coba~ *sounds like $BUKA*"
1988,#LokerPam - PT SiCepat Ekspres Indonesia - IT Field Support
1989,Kok tumben ya siCepat ngga secepat biasanya? Ini uda lewat batas estimasi tiba lho. HADEEEEHHH mana masih jauh banget ðŸ˜¤ðŸ˜¤ðŸ˜¤ Gimana sih @sicepat_ekspres
1990,Tanggapan SiCepat Ekspres atas Surat Bapak Bayu Mukti Cahyo Wibowo -
1991,Tumben @sicepat_ekspres gak cepat udah hari terakhir estimasi msh blm bergerak.
1992,Ini sicepat maunya gmn sih dari tanggal 17 sampe skrng ga nyampe2 @sicepat_ekspres
1993,"namjoon ayo pulang, sicepat jangan macem-macem ðŸ«‚ðŸ«‚ðŸ«‚"
1994,Sicepat berubah nama jadi silambat ya sekarang ðŸ™‚
1995,sicepat pls be a good boyðŸ™
1996,"kelakuan @sicepat_ekspres barang per item di dalam dus udah bubble wrap, dus luar bubble wrap, udah ada lakban Fragile juga.. masih bisa gak selamat ketebak kan cara kerjanya gimana RT @senja2018: tapi ini yg diterima... padahal barang per itemnya pun dibungkus bubble wrap,"
1997,"Aku lupa ga ganti kurir:( ini pake kurir sicepat, takut di bobol lagi kaya pas pc jhope ðŸ˜­ðŸ˜­ðŸ˜­"
1998,Dibawah 50k masih bisa dpt BEO mantap ugha tp ekspedisinya sicepat hadeeeeeec meskipun ada asuransi kek ttp aja anjir was was was was ðŸ˜’
1999,kirim barang pake @sicepat_ekspres udah setebel itu bubble wrap
2000,ongkir sicepat halu di tokped sama shopee bedanya mayan jauh bgt :) di tokped 25k kl shope 38.500-40k keatas
2001,Jadi Teddy bear plus sicepat RT @pitachuuw: Terus gunanya kemarin kita sedeket itu buat apa coba?!
2002,"Sicepat klo ga cepat bukan sicepat namanya ðŸ˜‚, 1 hr doang sampe masa reguler pdhl. Klo best 12 jam kali ya"
2003,Lowongan Kerja PT SiCepat Ekspress Indonesia Posisi : Admin Finance Kualifikasi : * Pria/Wanita * Pendidikan minimal SMK/D3 * Mampu mengoperasikan Ms Office * Mampu bekerja secara individu/team Selengkapnya di:
2004,"Dear @sicepat_ekspres , ini bukan kali pertama loh kayak gini. Disitu ada meja, kenapa gak ditaruh di meja. Malah dilempar. ISINYA BARANG ELEKTRONIK, KAlau pecah gimana?! Ada nomor hp saya juga, KENAPA GAK DITELPON OR DI WA? Besok2 gak akan pake sicepat lagi. Males."
2005,Tumben nih sicepat beneran cepat
2006,seriously sicepat where are u mau packing nih:(
2007,"ini @anteraja_id sama @sicepat_ekspres region malang gimana sih?? saya kirim paket ke jember ga sampai alasan alamat sama nomor telp buyer ga bisa dihubungi, barang di retur ke malang, sampai sekarang ga dianter? maunya gimana coba?"
2008,ini sicepat ada masalah apa ama gw dh...2X make jasa kirim dia pasti gini mulu kn bikin lama...alamat gw jg di jln gede ibukota gampang jg nyarinyaðŸ˜´ðŸ˜´ðŸ˜´
